id,rle_mask
bc97a09993,1 27 102 30 203 38 304 43 405 47 506 51 607 56 708 62 809 64 910 65 1011 67 1112 68 1213 70 1314 73 1415 76 1516 79 1617 80 1718 81 1819 83 1920 85 2021 87 2122 92 2223 97 2324 7878
119db9578b,
318cdeff85,1 9495 9501 95 9610 87 9715 83 9817 82 9920 80 10022 79 10124 78
de52bfb104,
2bc9bc7c1b,
9f252722f5,1 43 102 44 203 45 304 46 405 47 506 49 607 50 708 52 809 53 910 54 1011 55 1112 57 1213 58 1314 60 1415 63 1516 65 1617 66 1718 67 1819 67 1920 68 2021 70 2122 71 2223 72 2324 73 2425 73 2526 74 2627 74 2728 75 2829 76 2930 77 3031 78 3132 79 3233 79 3334 80 3435 81 3536 82 3637 83 3738 84 3839 85 3940 87 4041 88 4142 89 4243 90 4344 91 4445 92 4546 93 4647 95 4748 96 4849 97 4950 98 5051 100 5152 606 5760 99 5863 97 5966 95 6069 93 6172 91 6274 90 6376 89 6478 88 6579 88 6681 87 6782 87 6884 86 6987 84 7090 82 7193 80 7295 79 7397 78 7499 77 7601 76 7703 75 7805 5 7811 68 7907 1 7914 66 8016 65 8117 65 8218 65 8320 64 8421 64 8523 15 8542 44 8633 2 8650 37 8756 32 8859 30 8961 29 9063 28 9166 26 9268 25 9382 12 9484 11 9586 10 9688 9 9791 7 9894 5
267e4768a6,
399f7b1816,
b35a524585,
ad8604aeac,1 16 102 16 203 17 304 17 405 18 506 18 607 19 708 19 809 20 910 20 1011 21 1112 21 1213 22 1314 22 1415 23 1516 24 1617 25 1718 25 1819 26 1920 28 2021 28 2122 29 2223 30 2324 30 2425 31 2526 31 2627 32 2728 32 2829 33 2930 33 3031 34 3132 35 3233 35 3334 36 3435 36 3536 37 3637 37 3738 38 3839 38 3940 38 4041 39 4142 39 4243 39 4344 39 4445 39 4546 39 4647 39 4748 39 4849 39 4950 38 5051 38 5152 38 5253 38 5354 38 5455 38 5556 38 5657 38 5758 38 5859 38 5960 38 6061 38 6162 39 6263 39 6364 39 6465 39 6566 39 6667 39 6768 39 6869 39 6970 39 7071 39 7172 39 7273 38 7374 38 7475 38 7576 38 7677 37 7778 37 7879 37 7980 36 8081 36 8182 35 8283 35 8384 34 8485 33 8586 32 8687 31 8788 30 8889 29 8990 28 9091 19 9192 18 9293 18 9394 17 9495 17 9596 17 9697 16 9798 16 9899 16 10000 15 10101 15
e3ccf38664,6866 3 6966 4 7066 5 7166 6 7267 6 7367 7 7468 7 7568 8 7668 9 7769 9 7870 9 7970 10 8071 10 8172 10 8273 10 8374 10 8474 11 8575 11 8676 11 8777 11 8878 11 8978 12 9079 10 9179 10 9280 8 9380 8 9482 6 9583 4
4c5937c9e2,
38a0a84353,
f31f30db2d,20 82 118 85 216 88 316 89 415 91 512 9690
b6e77d3212,62 40 162 41 263 41 364 41 464 42 565 42 665 43 765 44 865 45 965 46 1064 48 1164 49 1264 50 1363 52 1463 53 1562 55 1661 57 1760 59 1858 62 1957 64 2056 66 2154 69 2250 74 2345 80 2444 82 2544 83 2644 84 2746 83 2848 82 2951 80 3054 78 3158 75 3262 72 3364 71 3467 69 3570 67 3673 65 3776 63 3880 60 3984 57 4087 55 4190 53 4293 51 4396 49 4498 48 4601 46 4704 44 4807 42 4909 41 5012 39 5114 38 5217 36 5319 35 5422 33 5525 31 5627 30 5728 30 5830 29 5931 29 6032 29 6132 30 6233 30 6334 30 6434 31 6535 31 6636 31 6738 30 6839 30 6940 30 7041 30 7142 30 7243 30 7344 30 7445 30 7546 30 7647 30 7748 30 7849 30 7950 30 8051 30 8151 31 8251 32 8351 33 8451 34 8550 36 8650 37 8750 38 8851 38 8952 38 9053 38 9154 38 9255 38 9357 37 9458 37 9559 37 9660 37 9760 38 9860 39 9960 40 10061 40 10161 41
536c71aba3,10 68 111 68 213 67 314 67 415 67 517 66 618 66 719 66 821 65 923 64 1024 64 1126 63 1227 63 1328 63 1429 63 1531 63 1633 62 1735 62 1837 62 1938 62 2039 63 2139 64 2239 66 2339 67 2440 68 2541 69 2642 70 2743 72 2843 75 2944 76 3045 77 3146 78 3247 80 3348 82 3448 84 3549 86 3651 87 3752 87 3854 86 3957 84 4060 82 4163 80 4265 79 4367 78 4468 78 4569 78 4671 77 4772 77 4874 76 4977 74 5079 73 5181 72 5282 72 5383 72 5484 72 5585 72 5686 72 5787 72 5888 72 5989 72 6091 71 6192 71 6294 70 6395 70 6496 70 6597 70 6698 70 6799 70 6900 70 7001 70 7102 70 7202 71 7303 71 7404 71 7505 71 7606 71 7706 72 7807 72 7904 76 8003 78 8103 79 8203 80 8303 81 8404 81 8504 82 8604 83 8705 83 8805 84 8906 84 9006 85 9107 85 9208 85 9309 85 9411 84 9512 84 9614 83 9716 82 9817 82 9919 81 10020 81 10121 81
ccd5f44474,76 17 177 18 278 19 379 20 481 20 582 20 684 20 786 19 888 18 990 18 1091 20 1193 20 1295 19 1396 19 1497 19 1599 18 1700 18 1802 17 1903 17 2005 16 2106 16 2207 16 2308 16 2409 16 2510 16 2611 16 2712 16 2813 16 2915 15 3015 16 3116 16 3217 16 3318 16 3419 16 3520 16 3621 16 3723 15 3824 15 3925 15 4026 15 4127 15 4228 15 4328 16 4429 16 4530 16 4631 16 4732 16 4833 16 4934 16 5035 16 5136 16 5238 15 5339 15 5440 15 5542 14 5643 14 5744 14 5844 15 5945 15 6046 15 6147 15 6248 15 6349 15 6449 16 6550 16 6650 17 6751 17 6851 18 6951 19 7051 20 7152 20 7253 20 7353 21 7454 21 7555 21 7656 21 7757 21 7858 21 7959 21 8060 21 8161 21 8263 20 8364 20 8466 19 8569 11 9191 1 9292 1 9393 1 9494 1 9594 2 9695 2 9795 3 9896 3 9996 4 10097 4 10198 4
0d51b207aa,1 17 102 18 203 18 304 19 405 19 506 20 607 20 708 21 809 21 910 22 1011 23 1112 24 1213 25 1314 26 1415 27 1516 28 1617 29 1718 30 1819 30 1920 31 2021 31 2122 31 2223 32 2324 32 2425 32 2526 33 2627 33 2728 34 2829 34 2930 35 3031 36 3132 36 3233 37 3334 38 3435 38 3536 39 3637 39 3738 40 3839 40 3940 41 4041 41 4142 42 4243 42 4344 43 4445 43 4546 44 4647 44 4748 45 4849 45 4950 45 5051 46 5152 46 5253 46 5354 46 5455 47 5556 47 5657 47 5758 48 5859 48 5960 49 6061 49 6162 50 6263 50 6364 51 6465 51 6566 52 6667 52 6768 53 6869 53 6970 54 7071 54 7172 55 7273 55 7374 56 7475 57 7576 57 7677 58 7778 59 7879 59 7980 60 8081 60 8182 61 8283 62 8384 62 8485 63 8586 64 8687 65 8788 67 8889 68 8990 70 9091 71 9192 72 9293 72 9394 73 9495 73 9596 74 9697 74 9798 75 9899 76 10000 77 10101 77
dcaa2f7dec,
7127a65f6f,43 39 143 38 242 38 341 39 439 41 537 43 636 44 736 44 836 45 936 46 1011 1 1037 46 1112 3 1137 48 1213 3 1238 48 1314 4 1339 49 1415 4 1439 51 1516 5 1540 51 1617 5 1640 52 1718 5 1740 53 1819 5 1840 55 1920 5 1940 56 2021 5 2041 57 2122 5 2142 57 2223 4 2243 57 2324 4 2344 57 2425 4 2445 56 2526 3 2546 56 2627 3 2647 56 2728 2 2748 55 2829 1 2849 54 2930 1 2950 54 3051 53 3151 53 3252 52 3353 49 3454 44 3554 35 3655 33 3756 32 3856 32 3956 32 4056 32 4142 1 4155 31 4243 2 4255 22 4344 33 4445 32 4546 31 4647 30 4748 30 4849 29 4950 27 5051 22 5152 20 5253 16 5354 12 5455 10 5556 9 5657 8 5758 8 5859 7 5960 5 6061 2
4621e4cf32,
2cdc2c12a3,3233 5 3334 7 3435 8 3536 10 3637 11 3738 13 3839 14 3940 17 4041 18 4142 19 4243 19 4344 19 4445 20 4546 20 4647 21 4748 22 4849 24 4950 27 5051 30 5152 34 5253 37 5354 42 5455 49 5556 53 5657 55 5758 58 5859 60 5960 61 6061 61 6162 62 6263 62 6364 64 6465 64 6566 65 6667 66 6768 67 6869 67 6970 68 7071 70 7172 72 7273 75 7374 80 7475 85 7576 87 7677 89 7778 91 7879 93 7980 96 8081 99 8182 2020
c16e8ff6c3,
e719377b14,1 7473 7475 98 7576 97 7677 95 7778 95 7879 94 7980 92 8081 91 8182 90 8283 89 8384 88 8485 87 8586 86 8687 86 8788 85 8889 84 8990 83 9091 82 9192 82 9293 81 9394 80 9495 79 9596 78 9697 77 9798 76 9899 74 10000 74 10101 73
aec650e318,31 71 132 71 233 71 334 71 435 71 536 71 637 71 738 71 839 71 941 70 1042 70 1144 69 1245 69 1347 68 1448 68 1549 68 1650 68 1750 69 1850 70 1950 71 2049 73 2146 77 2244 80 2343 82 2442 84 2539 88 2636 5645 8283 98 8384 97 8485 95 8586 94 8687 92 8788 91 8889 90 8990 89 9091 88 9192 87 9293 86 9394 85 9495 85 9596 84 9697 84 9798 84 9899 83 10000 83 10101 82
b43dba4531,829 7 925 15 1023 20 1112 6 1122 26 1155 13 1213 58 1314 66 1415 69 1516 71 1617 74 1718 77 1819 82 1919 8283
be464130da,1 6370 6372 93 6479 87 6583 36 6621 46 6687 20 6728 40 6792 1 6836 33 6945 25 7057 14 7163 9 7270 3
d927c15fb4,1 9 102 8 203 7 304 5 405 4 506 2
5d1934fb12,
7a3bff0c21,905 5 1003 8 1101 11 1200 13 1298 16 1395 20 1493 23 1592 25 1692 26 1792 27 1892 28 1991 30 2091 31 2190 33 2290 34 2390 35 2491 35 2591 36 2692 36 2792 37 2893 37 2994 37 3095 37 3196 37 3297 37 3399 36 3500 36 3602 35 3704 34 3805 34 3907 33 4008 33 4109 33 4210 33 4311 33 4411 34 4512 34 4613 34 4714 34 4815 34 4916 34 5017 34 5118 34 5219 34 5321 33 5423 32 5526 30 5630 27 5734 24 5842 17 5946 14 6050 11 6153 9 6255 8 6358 6 6461 4 6563 3
77d0c793f9,9187 5 9283 10 9381 13 9478 17 9576 20 9673 24 9771 27 9868 31 9966 34 10063 38 10162 40
67e2ba4499,1 2525 2530 97 2634 94 2739 90 2844 86 2949 82 3052 80 3158 75 3261 73 3364 71 3467 69 3570 67 3673 65 3779 60 3884 56 3990 51 4095 47 4202 41 4309 35 4415 30 4518 28 4625 22 4729 19 4834 15 4939 11 5050 1
29b42ba485,
3feeed910d,8687 5 8788 10 8889 24 8990 28 9091 31 9192 34 9293 37 9394 41 9495 44 9596 47 9697 49 9798 52 9899 56 10000 59 10101 61
8b9528c3f2,1 3816 3824 93 3929 89 4033 86 4137 83 4241 81 4344 79 4445 80 4546 79 4647 77 4748 72 4849 56 4950 47 5051 38 5154 30 5258 16 5363 7
1594446b53,
87d94a1264,
922f4b1692,1 603 607 95 708 89 809 85 910 78 1011 71 1112 60 1213 57 1314 50 1415 45 1516 35 1617 32 1723 22 1838 4
a17c4dc16f,
a8c12329c4,1 5256 5266 88 5369 86 5471 85 5574 83 5676 82 5777 82 5879 81 5982 79 6085 77 6188 75 6290 74 6393 72 6495 71 6597 70 6700 68 6803 66 6907 1 6909 61 7012 59 7114 58 7215 58 7316 58 7416 59 7515 61 7614 63 7714 64 7814 65 7914 66 8014 67 8115 67 8216 67 8309 3 8317 67 8409 5 8418 67 8509 7 8519 67 8608 79 8706 82 8804 85 8904 86 9005 86 9106 86 9206 87 9307 87 9408 87 9507 89 9605 92 9705 93 9806 93 9906 94 10007 94 10107 95
c82b27b742,
9366fccb95,4823 19 4844 5 4917 33 5008 43 5103 49 5196 57 5289 65 5384 71 5482 74 5579 78 5676 82 5773 86 5870 90 5967 94 6065 4137
2f71546df6,9895 4 9994 6 10093 8 10191 11
956aa89d91,
7d596c01eb,
e1213e9ace,1 6195 6204 59 6265 31 6308 54 6367 29 6411 49 6469 3 6474 23 6514 25 6547 10 6581 16 6619 18 6685 13 6723 12 6792 2 6829 3
ff7e13c3c5,63 39 164 39 266 38 366 39 466 40 565 42 664 44 764 45 864 46 964 47 1064 48 1164 49 1265 49 1365 50 1466 50 1566 51 1666 52 1767 52 1867 53 1967 54 2067 55 2166 57 2266 58 2366 59 2466 60 2566 61 2666 62 2767 62 2868 62 2969 62 3070 62 3170 63 3271 63 3371 64 3472 64 3572 65 3672 66 3770 69 3869 71 3968 73 4067 75 4165 78 4263 81 4362 83 4461 85 4560 87 4659 89 4759 90 4857 93 4954 97 5052 5150
d63e5779da,3636 1 3736 2 3836 3 3937 3 4037 4 4138 4 4238 5 4339 5 4439 6 4539 7 4640 7 4740 8 4841 8 4942 8 5043 8 5144 8 5245 8 5346 8 5447 8 5548 8 5649 8 5750 8 5851 8 5951 9 6052 9 6153 9 6254 9 6354 10 6455 10 6555 11 6656 11 6756 12 6856 13 6957 13 7057 14 7157 15 7258 15 7358 16 7459 16 7560 16 7660 17 7761 17 7861 18 7962 18 8063 18 8163 19 8264 19 8364 20 8465 20 8565 21 8666 21 8766 22 8866 23 8966 24 9067 24 9167 25 9267 26 9368 26 9468 27 9568 28 9668 29 9769 29 9869 30 9970 30 10070 31 10171 31
5636457570,7 95 109 94 210 94 311 94 412 94 513 94 614 94 715 94 816 94 917 94 1019 93 1121 92 1223 91 1324 91 1426 90 1528 89 1630 88 1733 86 1835 85 1937 84 2039 83 2141 82 2243 81 2345 80 2448 78 2550 77 2652 76 2754 75 2855 75 2956 75 3057 75 3157 76 3258 76 3359 76 3460 76 3562 75 3664 74 3766 73 3868 72 3969 72 4071 71 4172 71 4273 71 4374 71 4475 71 4575 72 4676 72 4777 72 4878 72 4980 71 5082 70 5184 69 5286 68 5388 67 5489 67 5591 66 5693 65 5795 64 5897 63 5999 62 6101 61 6203 60 6305 59 6406 59 6508 58 6610 57 6712 56 6814 55 6915 55 7016 55 7118 54 7219 54 7321 53 7422 53 7524 52 7625 52 7727 51 7828 51 7930 50 8031 50 8133 49 8235 48 8336 48 8438 47 8540 46 8642 45 8743 45 8844 45 8945 45 9047 44 9148 44 9249 44 9350 44 9451 44 9552 44 9653 44 9754 44 9855 44 9957 43 10058 43 10159 43
9e17d61db9,8057 17 8075 6 8155 27 8248 35 8344 40 8413 5 8427 58 8497 89 8595 92 8693 95 8792 97 8890 1312
40d7f084ce,
a30307864e,1008 3 1107 5 1206 7 1305 9 1405 10 1505 11 1605 12 1704 14 1804 15 1904 16 2004 17 2103 19 2203 20 2303 21 2402 23 2502 24 2601 26 2700 28 2799 30 2899 31 2998 33 3098 34 3197 36 3296 38 3393 42 3491 45 3587 50 3684 54 3767 72 3864 76 3960 81 4057 85 4155 88 4254 90 4353 92 4451 95 4550 97 4649 99 4749 5453
b6923d46ee,5149 3 5245 8 5343 11 5440 15 5494 9 5506 6 5516 5 5535 21 5592 65 5691 67 5791 68 5891 69 5986 75 6084 78 6182 81 6282 82 6382 83 6482 84 6583 84 6683 85 6783 86 6884 86 6984 87 7084 88 7185 88 7285 89 7386 89 7487 89 7587 90 7688 90 7788 91 7888 92 7987 94 8087 95 8187 96 8288 96 8389 96 8490 96 8592 95 8693 95 8795 94 8897 93 8998 93 9100 92 9202 91 9303 91 9405 90 9506 90 9607 90 9707 91 9807 92 9907 93 10006 95 10106 96
2428fce568,
17a5a58850,
7b0f327bda,
f5c5ee96f3,3232 1 3331 3 3431 4 3530 6 3630 7 3730 8 3829 10 3929 11 4029 12 4128 14 4228 15 4328 16 4428 17 4527 19 4627 20 4726 22 4826 23 4925 25 5025 26 5125 27 5224 29 5324 30 5424 31 5523 33 5623 34 5723 35 5824 35 5924 36 6023 38 6123 39 6223 40 6323 41 6424 41 6524 42 6624 43 6724 44 6825 44 6925 45 7025 46 7125 47 7226 47 7326 48 7426 49 7527 49 7627 50 7727 51 7827 52 7927 53 8027 54 8127 55 8228 55 8328 56 8429 56 8529 57 8629 58 8729 59 8830 59 8930 60 9030 61 9130 62 9231 62 9331 63 9431 64 9531 65 9632 65 9732 66 9833 66 9934 66 10035 66 10136 66
c1d9f5d8d1,3009 4 3017 1 3109 13 3209 16 3305 24 3404 29 3466 5 3482 8 3503 33 3566 9 3577 60 3666 72 3767 72 3852 88 3950 96 4050 98 4149 6053
9211f9a1aa,
fe5625c304,
881cc4a167,55 47 156 47 257 47 358 47 459 47 560 47 661 47 762 47 863 47 964 47 1065 47 1166 47 1268 46 1368 47 1469 47 1569 48 1670 48 1770 49 1870 50 1971 50 2071 51 2172 51 2273 51 2374 51 2475 51 2577 50 2679 49 2783 46 2887 43 2992 39 3096 36 3200 33 3306 28 3410 25 3515 21 3619 18 3722 16 3825 14 3927 13 4030 11 4132 10 4234 9 4336 8 4439 6 4542 4
5393cb5880,
0a66231f08,28 74 128 75 228 76 327 78 427 79 527 80 627 81 727 82 827 83 926 85 1027 85 1127 86 1227 87 1328 87 1428 88 1528 89 1629 89 1730 89 1831 89 1932 89 2033 89 2134 89 2235 89 2336 89 2437 89 2537 90 2638 90 2738 91 2839 91 2939 92 3040 92 3141 92 3241 93 3342 93 3444 92 3545 92 3646 92 3747 92 3848 92 3949 92 4050 92 4151 92 4252 92 4353 92 4454 92 4556 91 4657 91 4758 91 4860 90 4961 90 5062 90 5163 90 5264 90 5366 89 5467 89 5569 88 5670 88 5773 86 5876 84 5979 82 6081 81 6182 81 6284 80 6385 80 6488 78 6599 68 6704 64 6817 52 6924 46 7037 34 7143 29 7249 24 7353 21 7468 7 7575 1
95ad98d2a6,405 4 506 9 607 14 708 21 809 26 910 30 1011 32 1112 35 1213 37 1314 41 1415 47 1516 57 1574 5 1617 67 1718 73 1819 78 1920 84 2021 89 2122 8080
3adea2aede,1 54 102 55 203 55 304 55 405 55 506 56 607 56 708 57 809 57 910 58 1011 58 1112 59 1213 60 1314 60 1415 61 1516 61 1617 62 1718 62 1819 62 1920 62 2021 63 2122 63 2223 63 2324 63 2425 63 2526 63 2627 63 2728 63 2829 62 2930 62 3031 62 3132 62 3233 61 3334 61 3435 61 3536 61 3637 60 3738 60 3839 60 3940 60 4041 59 4142 59 4243 59 4344 58 4445 58 4546 58 4647 57 4748 57 4849 56 4950 56 5051 56 5152 55 5253 55 5354 55 5455 54 5556 54 5657 54 5758 54 5859 53 5960 53 6061 53 6162 53 6263 53 6364 52 6465 52 6566 51 6667 51 6768 50 6869 49 6970 48 7071 48 7172 47 7273 46 7374 45 7475 45 7576 44 7677 43 7778 42 7879 42 7980 41 8081 41 8182 41 8283 40 8384 40 8485 39 8586 39 8687 38 8788 38 8889 37 8990 37 9091 36 9192 36 9293 35 9394 35 9495 35 9596 34 9697 34 9798 33 9899 33 10000 33 10101 33
7968eec1f1,
7a597c0b30,
1d49878a48,
fc7fa22730,
f6322a46a2,
69840acbc6,
85fe1cb502,
7a29766af2,6263 1 6364 2 6465 4 6566 5 6667 6 6768 7 6869 8 6970 10 7071 12 7172 15 7273 17 7374 20 7475 22 7576 24 7677 26 7778 28 7879 32 7980 35 8081 39 8182 42 8283 45 8384 47 8485 49 8586 50 8687 51 8788 52 8889 53 8990 53 9091 54 9192 54 9293 55 9394 55 9495 56 9596 56 9697 57 9798 58 9899 58 10000 59 10101 60
e835ac232b,1 26 102 26 203 26 304 26 405 26 506 27 607 27 708 27 809 27 910 27 1011 26 1112 25 1213 24 1314 23 1415 21 1516 20 1617 19 1718 18 1819 17 1920 17 2021 16 2122 16 2223 16 2324 16 2425 15 2526 14 2627 13 2728 12 2829 11 2930 10 3031 9 3132 8 3233 7 3334 6 3435 5 3536 2
61fa3e07b2,1 49 102 49 203 48 304 48 405 48 506 48 607 49 708 49 809 49 910 49 1011 49 1112 49 1213 49 1314 49 1415 49 1516 49 1617 50 1718 50 1819 50 1920 50 2021 50 2122 49 2223 48 2324 47 2425 46 2526 46 2627 45 2728 45 2829 44 2930 43 3031 43 3132 42 3233 42 3334 42 3435 42 3536 41 3637 41 3738 41 3839 41 3940 40 4041 40 4142 40 4243 39 4344 39 4445 39 4546 39 4647 39 4748 39 4849 39 4950 39 5051 39 5152 39 5253 40 5354 40 5455 42 5556 44 5657 46 5758 47 5859 48 5960 48 6061 48 6162 48 6263 47 6364 46 6465 46 6566 45 6667 45 6768 44 6869 44 6970 44 7071 44 7172 44 7273 44 7374 44 7475 44 7576 44 7677 44 7778 45 7879 46 7980 47 8081 48 8182 49 8283 50 8384 51 8485 53 8586 54 8687 56 8788 61 8889 64 8990 68 9091 71 9192 76 9293 79 9394 83 9495 86 9596 87 9697 88 9798 88 9899 88 10000 87 10101 86
2582af5390,1 4139 4142 97 4243 95 4344 91 4445 82 4546 80 4647 77 4748 68 4849 65 4950 60 5051 47 5152 28 5253 24
21ba72ed47,
7ee0e76934,95 7 194 9 294 10 393 12 493 13 592 15 692 16 792 17 893 17 993 18 1094 18 1194 19 1295 19 1396 19 1497 19 1599 18 1701 17 1802 17 1904 16 2006 15 2107 15 2209 14 2310 14 2412 13 2514 12 2615 12 2716 12 2818 11 2920 10 3022 9 3124 8 3227 6 3331 3
04e5ecfbde,
d43d1a6f66,91 11 193 10 294 10 395 10 496 10 597 10 699 9 801 8 902 8 1004 7 1106 6 1208 5 1310 4 1411 4 1513 3 1614 3 1716 2 1818 1
52af742153,1 84 102 84 203 84 304 84 405 83 506 83 607 83 708 83 809 83 910 84 1011 84 1112 85 1213 85 1314 85 1415 85 1516 85 1617 85 1718 85 1819 85 1920 85 2021 85 2122 85 2223 85 2324 85 2425 86 2526 86 2627 86 2728 86 2829 87 2930 87 3031 87 3132 86 3233 86 3334 86 3435 86 3536 86 3637 86 3738 86 3839 86 3940 86 4041 86 4142 86 4243 86 4344 85 4445 85 4546 85 4647 85 4748 85 4849 85 4950 86 5051 87 5152 87 5253 88 5354 88 5455 89 5556 89 5657 89 5758 89 5859 89 5960 89 6061 89 6162 89 6263 89 6364 89 6465 90 6566 90 6667 90 6768 90 6869 91 6970 92 7071 93 7172 94 7273 95 7374 95 7475 96 7576 96 7677 96 7778 96 7879 96 7980 96 8081 96 8182 96 8283 96 8384 96 8485 97 8586 97 8687 98 8788 99 8889 1313
2f7043caf5,1 4242 4245 99 4359 3 4366 79 4471 75 4575 72 4680 68 4786 63 4891 59 4996 55 5101 51 5206 47 5309 45 5412 43 5515 5 5531 25 5636 21 5741 17 5845 14 5948 12 6052 9 6157 5 7373 1 7467 8 7564 12 7661 16 7760 18 7856 23 7954 26 8051 30 8151 31 8251 32 8351 33 8451 34 8551 35 8650 37 8745 43 8845 44 8945 45 9045 46 9147 45 9248 45 9349 45 9451 44 9551 45 9652 45 9754 44 9871 28 9975 23 10081 11 10187 3
ba98e2df34,23 79 125 78 226 78 329 76 432 74 535 72 637 71 739 70 841 69 943 68 1046 66 1148 65 1250 64 1352 63 1454 62 1556 61 1658 59 1759 58 1861 56 1962 55 2063 54 2165 52 2266 51 2368 50 2470 48 2571 47 2673 45 2774 44 2875 43 2976 42 3077 41 3178 40 3278 39 3379 38 3480 37 3580 36 3681 35 3782 33 3884 30 3985 28 4086 26 4187 25 4289 22 4390 20 4492 18 4593 17 4695 15 4796 14 4897 13 4998 12 5099 11 5201 9 5302 8 5404 6 5507 3
0a45628c37,1 47 102 48 203 49 304 50 405 51 506 52 607 53 708 54 809 54 910 55 1011 55 1112 55 1213 55 1314 54 1415 54 1516 54 1617 54 1718 53 1819 52 1920 52 2021 51 2122 49 2223 48 2324 45 2425 42 2526 39 2627 36 2728 33 2829 31 2930 28 3031 26 3132 24 3233 23 3334 21 3435 19 3536 17 3637 14 3738 8 3839 4
e56d476cf0,
4e8235d649,
b56f9e78e6,15 87 117 86 218 86 319 86 421 85 522 85 624 84 726 83 828 82 930 81 1032 80 1133 80 1234 80 1335 80 1437 79 1539 78 1641 77 1744 75 1847 73 1948 73 2049 73 2151 72 2252 72 2354 71 2456 70 2557 70 2659 69 2761 68 2863 67 2965 66 3067 65 3169 64 3270 64 3370 65 3470 66 3571 66 3671 67 3772 67 3873 67 3974 67 4075 67 4176 67 4276 68 4377 68 4479 67 4580 67 4681 67 4783 66 4884 66 4985 66 5087 65 5188 65 5289 65 5390 65 5492 64 5593 64 5694 64 5795 64 5897 63 5999 62 6100 62 6202 61 6304 60 6406 59 6508 58 6610 57 6712 56 6814 55 6916 54 7019 52 7121 51 7223 50 7326 48 7427 48 7529 47 7631 46 7732 46 7834 45 7937 43 8039 42 8140 42 8242 41 8343 41 8444 41 8545 41 8646 41 8748 40 8851 38 8953 37 9056 35 9157 35 9259 34 9361 33 9462 33 9562 34 9662 35 9762 36 9861 38 9960 40 10060 41 10160 42
a7f7930f3c,
d3332b8273,
77cd801900,
fd0d1264e5,
53e739bf11,37 65 138 65 240 64 341 64 441 65 542 65 642 66 741 68 841 69 941 70 1041 71 1141 72 1242 72 1342 73 1443 73 1544 73 1645 73 1746 73 1847 73 1948 73 2049 73 2150 73 2251 73 2352 73 2453 73 2554 73 2656 72 2757 72 2858 72 2960 71 3061 71 3162 71 3264 70 3365 70 3467 69 3569 68 3670 68 3772 67 3874 66 3975 66 4076 66 4177 66 4278 66 4380 65 4481 65 4582 65 4683 65 4784 65 4885 65 4987 64 5089 63 5191 62 5293 61 5394 61 5496 60 5597 60 5699 59 5801 58 5902 58 6003 58 6104 58 6205 58 6305 59 6406 59 6506 60 6606 61 6707 61 6807 62 6908 62 7008 63 7108 64 7208 65 7307 67 7405 70 7504 72 7603 74 7702 76 7802 77 7902 78 8000 81 8100 82 8200 83 8300 84 8401 84 8503 83 8605 82 8707 81 8810 79 8912 78 9013 78 9114 78 9215 78 9316 78 9417 78 9518 78 9619 78 9720 78 9822 77 9926 74 10029 72 10132 70
eba8908805,6361 3 6457 8 6554 12 6647 20 6743 25 6841 28 6939 31 7036 35 7134 38 7232 41 7331 43 7428 47 7527 49 7627 50 7726 52 7825 54 7925 55 8024 57 8123 59 8223 60 8323 61 8422 63 8522 64 8623 64 8724 64 8824 65 8925 65 9025 66 9126 66 9226 67 9325 69 9425 70 9525 71 9625 72 9726 72 9826 73 9926 74 10027 74 10128 74
51b006e1e8,9495 6 9596 9 9697 11 9798 12 9899 13 10000 15 10101 16
f761f7c273,
1b2a33253f,1 3230 3233 95 3334 90 3435 87 3536 83 3637 80 3738 77 3839 75 3940 73 4041 72 4142 71 4243 69 4344 68 4445 67 4546 66 4647 65 4748 64 4849 63 4950 62 5051 61 5152 60 5253 60 5354 60 5455 60 5556 60 5657 60 5758 61 5859 61 5960 62 6061 62 6162 63 6263 64 6364 64 6465 63 6566 62 6667 60 6768 57 6869 55 6970 52 7071 50 7172 49 7273 48 7374 48 7475 48 7576 48 7677 48 7778 48 7879 48 7980 47 8081 47 8182 47 8283 46 8384 46 8485 46 8586 46 8687 46 8788 46 8889 46 8990 47 9091 47 9192 48 9293 48 9394 48 9495 48 9596 49 9697 49 9798 49 9899 49 10000 49 10101 49
a31d85fa70,72 30 173 30 274 30 376 29 477 29 578 29 680 28 781 28 882 28 984 27 1085 27 1187 26 1290 24 1392 23 1494 22 1596 21 1698 20 1800 19 1902 18 2004 17 2106 16 2207 16 2309 15 2410 15 2510 16 2611 16 2712 16 2813 16 2913 17 3014 17 3114 18 3214 19 3313 21 3413 22 3513 23 3613 24 3713 25 3812 27 3912 28 4012 29 4112 30 4212 31 4312 32 4412 33 4512 34 4613 34 4713 35 4814 35 4915 35 5015 36 5116 36 5217 36 5318 36 5419 36 5520 36 5620 37 5721 37 5822 37 5922 38 6022 39 6122 40 6223 40 6325 39 6430 35 6534 32 6656 11 6762 6 6865 4 6969 1
097f02867c,
655358d4c6,
